NyTIMESName,USCensusCountyName,State,FIPS
Pike,Pike County,Mississippi,28113
Pike,Pike County,Missouri,29163
Pike,Pike County,Ohio,39131
Pike,Pike County,Pennsylvania,42103
Pima,Pima County,Arizona,4019
Pinal,Pinal County,Arizona,4021
Pine,Pine County,Minnesota,27115
Pinellas,Pinellas County,Florida,12103
Pipestone,Pipestone County,Minnesota,27117
Piscataquis,Piscataquis County,Maine,23021
Pitkin,Pitkin County,Colorado,8097
Pitt,Pitt County,North Carolina,37147
Pittsburg,Pittsburg County,Oklahoma,40121
Pittsylvania,Pittsylvania County,Virginia,51143
Piute,Piute County,Utah,49031
Placer,Placer County,California,6061
Plaquemines,Plaquemines Parish,Louisiana,22075
Platte,Platte County,Missouri,29165
Platte,Platte County,Nebraska,31141
Platte,Platte County,Wyoming,56031
Pleasants,Pleasants County,West Virginia,54073
Plumas,Plumas County,California,6063
Plymouth,Plymouth County,Iowa,19149
Plymouth,Plymouth County,Massachusetts,25023
Pocahontas,Pocahontas County,Iowa,19151
Pocahontas,Pocahontas County,West Virginia,54075
Poinsett,Poinsett County,Arkansas,5111
Pointe Coupee,Pointe Coupee Parish,Louisiana,22077
Polk,Polk County,Arkansas,5113
Polk,Polk County,Florida,12105
Polk,Polk County,Georgia,13233
Polk,Polk County,Iowa,19153
Polk,Polk County,Minnesota,27119
Polk,Polk County,Missouri,29167
Polk,Polk County,Nebraska,31143
Polk,Polk County,North Carolina,37149
Polk,Polk County,Oregon,41053
Polk,Polk County,Tennessee,47139
Polk,Polk County,Texas,48373
Polk,Polk County,Wisconsin,55095
Pondera,Pondera County,Montana,30073
Pontotoc,Pontotoc County,Mississippi,28115
Pontotoc,Pontotoc County,Oklahoma,40123
Pope,Pope County,Arkansas,5115
Pope,Pope County,Illinois,17151
Pope,Pope County,Minnesota,27121
Poquoson city,Poquoson city,Virginia,51735
Portage,Portage County,Ohio,39133
Portage,Portage County,Wisconsin,55097
Porter,Porter County,Indiana,18127
Portsmouth city,Portsmouth city,Virginia,51740
Posey,Posey County,Indiana,18129
Pottawatomie,Pottawatomie County,Kansas,20149
Pottawatomie,Pottawatomie County,Oklahoma,40125
Pottawattamie,Pottawattamie County,Iowa,19155
Potter,Potter County,Pennsylvania,42105
Potter,Potter County,Texas,48375
Powell,Powell County,Kentucky,21197
Power,Power County,Idaho,16077
Poweshiek,Poweshiek County,Iowa,19157
Powhatan,Powhatan County,Virginia,51145
Prairie,Prairie County,Arkansas,5117
Pratt,Pratt County,Kansas,20151
Preble,Preble County,Ohio,39135
Prentiss,Prentiss County,Mississippi,28117
Presidio,Presidio County,Texas,48377
Presque Isle,Presque Isle County,Michigan,26141
Preston,Preston County,West Virginia,54077
Price,Price County,Wisconsin,55099
Prince Edward,Prince Edward County,Virginia,51147
Prince George,Prince George County,Virginia,51149
Prince George's,Prince George's County,Maryland,24033
Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,Alaska,2198
Prince William,Prince William County,Virginia,51153
Providence,Providence County,Rhode Island,44007
Prowers,Prowers County,Colorado,8099
Pueblo,Pueblo County,Colorado,8101
Pulaski,Pulaski County,Arkansas,5119
Pulaski,Pulaski County,Georgia,13235
Pulaski,Pulaski County,Illinois,17153
Pulaski,Pulaski County,Indiana,18131
Pulaski,Pulaski County,Kentucky,21199
Pulaski,Pulaski County,Missouri,29169
Pulaski,Pulaski County,Virginia,51155
Pushmataha,Pushmataha County,Oklahoma,40127
Putnam,Putnam County,Florida,12107
Putnam,Putnam County,Georgia,13237
Putnam,Putnam County,Illinois,17155
Putnam,Putnam County,Indiana,18133
Putnam,Putnam County,New York,36079
Putnam,Putnam County,Ohio,39137
Putnam,Putnam County,Tennessee,47141
Putnam,Putnam County,West Virginia,54079
Quay,Quay County,New Mexico,35037
Queen Anne's,Queen Anne's County,Maryland,24035
Quitman,Quitman County,Georgia,13239
Quitman,Quitman County,Mississippi,28119
Rabun,Rabun County,Georgia,13241
Racine,Racine County,Wisconsin,55101
Radford city,Radford city,Virginia,51750
Rains,Rains County,Texas,48379
Raleigh,Raleigh County,West Virginia,54081
Ralls,Ralls County,Missouri,29173
Ramsey,Ramsey County,Minnesota,27123
Ramsey,Ramsey County,North Dakota,38071
Randall,Randall County,Texas,48381
Randolph,Randolph County,Alabama,1111
Randolph,Randolph County,Arkansas,5121
Randolph,Randolph County,Georgia,13243
Randolph,Randolph County,Illinois,17157
Randolph,Randolph County,Indiana,18135
Randolph,Randolph County,Missouri,29175
Randolph,Randolph County,North Carolina,37151
Randolph,Randolph County,West Virginia,54083
Rankin,Rankin County,Mississippi,28121
Ransom,Ransom County,North Dakota,38073
Rapides,Rapides Parish,Louisiana,22079
Rappahannock,Rappahannock County,Virginia,51157
Ravalli,Ravalli County,Montana,30081
Ray,Ray County,Missouri,29177
Reagan,Reagan County,Texas,48383
Red Lake,Red Lake County,Minnesota,27125
Red River,Red River County,Texas,48387
Red River,Red River Parish,Louisiana,22081
Red Willow,Red Willow County,Nebraska,31145
Redwood,Redwood County,Minnesota,27127
Reeves,Reeves County,Texas,48389
Refugio,Refugio County,Texas,48391
Reno,Reno County,Kansas,20155
Rensselaer,Rensselaer County,New York,36083
Renville,Renville County,Minnesota,27129
Renville,Renville County,North Dakota,38075
Republic,Republic County,Kansas,20157
Reynolds,Reynolds County,Missouri,29179
Rhea,Rhea County,Tennessee,47143
Rice,Rice County,Kansas,20159
Rice,Rice County,Minnesota,27131
Richardson,Richardson County,Nebraska,31147
Richland,Richland County,Illinois,17159
Richland,Richland County,Montana,30083
Richland,Richland County,North Dakota,38077
Richland,Richland County,Ohio,39139
Richland,Richland County,South Carolina,45079
Richland,Richland County,Wisconsin,55103
Richland,Richland Parish,Louisiana,22083
Richmond,Richmond County,Georgia,13245
Richmond,Richmond County,North Carolina,37153
Richmond,Richmond County,Virginia,51159
Richmond city,Richmond city,Virginia,51760
Riley,Riley County,Kansas,20161
Ringgold,Ringgold County,Iowa,19159
Rio Arriba,Rio Arriba County,New Mexico,35039
Rio Blanco,Rio Blanco County,Colorado,8103
Rio Grande,Rio Grande County,Colorado,8105
Ripley,Ripley County,Indiana,18137
Ripley,Ripley County,Missouri,29181
Ritchie,Ritchie County,West Virginia,54085
Riverside,Riverside County,California,6065
Roane,Roane County,Tennessee,47145
Roane,Roane County,West Virginia,54087
Roanoke,Roanoke County,Virginia,51161
Roanoke city,Roanoke city,Virginia,51770
Roberts,Roberts County,South Dakota,46109
Roberts,Roberts County,Texas,48393
Robertson,Robertson County,Tennessee,47147
Robertson,Robertson County,Texas,48395
Robeson,Robeson County,North Carolina,37155
Rock,Rock County,Minnesota,27133
Rock,Rock County,Wisconsin,55105
Rock Island,Rock Island County,Illinois,17161
Rockbridge,Rockbridge County,Virginia,51163
Rockcastle,Rockcastle County,Kentucky,21203
Rockdale,Rockdale County,Georgia,13247
Rockingham,Rockingham County,New Hampshire,33015
Rockingham,Rockingham County,North Carolina,37157
Rockingham,Rockingham County,Virginia,51165
Rockland,Rockland County,New York,36087
Rockwall,Rockwall County,Texas,48397
Rogers,Rogers County,Oklahoma,40131
Rolette,Rolette County,North Dakota,38079
Rooks,Rooks County,Kansas,20163
Roosevelt,Roosevelt County,Montana,30085
Roosevelt,Roosevelt County,New Mexico,35041
Roscommon,Roscommon County,Michigan,26143
Roseau,Roseau County,Minnesota,27135
Rosebud,Rosebud County,Montana,30087
Ross,Ross County,Ohio,39141
Routt,Routt County,Colorado,8107
Rowan,Rowan County,Kentucky,21205
Rowan,Rowan County,North Carolina,37159
Runnels,Runnels County,Texas,48399
Rush,Rush County,Indiana,18139
Rusk,Rusk County,Texas,48401
Rusk,Rusk County,Wisconsin,55107
Russell,Russell County,Alabama,1113
Russell,Russell County,Kentucky,21207
Russell,Russell County,Virginia,51167
Rutherford,Rutherford County,North Carolina,37161
Rutherford,Rutherford County,Tennessee,47149
Rutland,Rutland County,Vermont,50021
Sabine,Sabine County,Texas,48403
Sabine,Sabine Parish,Louisiana,22085
Sac,Sac County,Iowa,19161
Sacramento,Sacramento County,California,6067
Sagadahoc,Sagadahoc County,Maine,23023
Saginaw,Saginaw County,Michigan,26145
Saguache,Saguache County,Colorado,8109
Salem,Salem County,New Jersey,34033
Salem city,Salem city,Virginia,51775
Saline,Saline County,Arkansas,5125
Saline,Saline County,Illinois,17165
Saline,Saline County,Kansas,20169
Saline,Saline County,Missouri,29195
Saline,Saline County,Nebraska,31151
Salt Lake,Salt Lake County,Utah,49035
Saluda,Saluda County,South Carolina,45081
Sampson,Sampson County,North Carolina,37163
San Augustine,San Augustine County,Texas,48405
San Benito,San Benito County,California,6069
San Bernardino,San Bernardino County,California,6071
San Diego,San Diego County,California,6073
San Francisco,San Francisco County,California,6075
San Jacinto,San Jacinto County,Texas,48407
San Joaquin,San Joaquin County,California,6077
San Juan,San Juan County,Colorado,8111
San Juan,San Juan County,New Mexico,35045
San Juan,San Juan County,Utah,49037
San Juan,San Juan County,Washington,53055
San Luis Obispo,San Luis Obispo County,California,6079
San Mateo,San Mateo County,California,6081
San Miguel,San Miguel County,Colorado,8113
San Miguel,San Miguel County,New Mexico,35047
San Patricio,San Patricio County,Texas,48409
San Saba,San Saba County,Texas,48411
Sanborn,Sanborn County,South Dakota,46111
Sandoval,Sandoval County,New Mexico,35043
Sandusky,Sandusky County,Ohio,39143
Sangamon,Sangamon County,Illinois,17167
Sanilac,Sanilac County,Michigan,26151
Sanpete,Sanpete County,Utah,49039
Santa Barbara,Santa Barbara County,California,6083
Santa Clara,Santa Clara County,California,6085
Santa Cruz,Santa Cruz County,Arizona,4023
Santa Cruz,Santa Cruz County,California,6087
Santa Fe,Santa Fe County,New Mexico,35049
Santa Rosa,Santa Rosa County,Florida,12113
Sarasota,Sarasota County,Florida,12115
Saratoga,Saratoga County,New York,36091
Sargent,Sargent County,North Dakota,38081
Sarpy,Sarpy County,Nebraska,31153
Sauk,Sauk County,Wisconsin,55111
Saunders,Saunders County,Nebraska,31155
Sawyer,Sawyer County,Wisconsin,55113
Schenectady,Schenectady County,New York,36093
Schley,Schley County,Georgia,13249
Schoharie,Schoharie County,New York,36095
Schoolcraft,Schoolcraft County,Michigan,26153
Schuyler,Schuyler County,Illinois,17169
Schuyler,Schuyler County,Missouri,29197
Schuyler,Schuyler County,New York,36097
Schuylkill,Schuylkill County,Pennsylvania,42107
Scioto,Scioto County,Ohio,39145
Scotland,Scotland County,Missouri,29199
Scotland,Scotland County,North Carolina,37165
Scott,Scott County,Arkansas,5127
Scott,Scott County,Indiana,18143
Scott,Scott County,Iowa,19163
Scott,Scott County,Kansas,20171
Scott,Scott County,Kentucky,21209
Scott,Scott County,Minnesota,27139
Scott,Scott County,Mississippi,28123
Scott,Scott County,Missouri,29201
Scott,Scott County,Tennessee,47151
Scott,Scott County,Virginia,51169
Scotts Bluff,Scotts Bluff County,Nebraska,31157
Screven,Screven County,Georgia,13251
Scurry,Scurry County,Texas,48415
Searcy,Searcy County,Arkansas,5129
Sebastian,Sebastian County,Arkansas,5131
Sedgwick,Sedgwick County,Kansas,20173
Seminole,Seminole County,Florida,12117
Seminole,Seminole County,Georgia,13253
Seminole,Seminole County,Oklahoma,40133
Seneca,Seneca County,New York,36099
Seneca,Seneca County,Ohio,39147
Sequatchie,Sequatchie County,Tennessee,47153
Sequoyah,Sequoyah County,Oklahoma,40135
Sevier,Sevier County,Arkansas,5133
Sevier,Sevier County,Tennessee,47155
Sevier,Sevier County,Utah,49041
Seward,Seward County,Kansas,20175
Seward,Seward County,Nebraska,31159
Shackelford,Shackelford County,Texas,48417
Shannon,Shannon County,Missouri,29203
Sharkey,Sharkey County,Mississippi,28125
Sharp,Sharp County,Arkansas,5135
Shasta,Shasta County,California,6089
Shawano,Shawano County,Wisconsin,55115
Shawnee,Shawnee County,Kansas,20177
Sheboygan,Sheboygan County,Wisconsin,55117
Shelby,Shelby County,Alabama,1117
Shelby,Shelby County,Illinois,17173
Shelby,Shelby County,Indiana,18145
Shelby,Shelby County,Iowa,19165
Shelby,Shelby County,Kentucky,21211
Shelby,Shelby County,Missouri,29205
Shelby,Shelby County,Ohio,39149
Shelby,Shelby County,Tennessee,47157
Shelby,Shelby County,Texas,48419
Shenandoah,Shenandoah County,Virginia,51171
Sherburne,Sherburne County,Minnesota,27141
Sheridan,Sheridan County,Kansas,20179
Sheridan,Sheridan County,Wyoming,56033
Sherman,Sherman County,Kansas,20181
Sherman,Sherman County,Nebraska,31163
Sherman,Sherman County,Oregon,41055
Sherman,Sherman County,Texas,48421
Shiawassee,Shiawassee County,Michigan,26155
Sibley,Sibley County,Minnesota,27143
Sierra,Sierra County,California,6091
Sierra,Sierra County,New Mexico,35051
Silver Bow,Silver Bow County,Montana,30093
Simpson,Simpson County,Kentucky,21213
Simpson,Simpson County,Mississippi,28127
Sioux,Sioux County,Iowa,19167
Sioux,Sioux County,North Dakota,38085
Siskiyou,Siskiyou County,California,6093
Sitka City and Borough,Sitka City and Borough,Alaska,2220
Skagit,Skagit County,Washington,53057
Skamania,Skamania County,Washington,53059
Slope,Slope County,North Dakota,38087
Smith,Smith County,Kansas,20183
Smith,Smith County,Mississippi,28129
Smith,Smith County,Tennessee,47159
Smith,Smith County,Texas,48423
Smyth,Smyth County,Virginia,51173
Snohomish,Snohomish County,Washington,53061
Snyder,Snyder County,Pennsylvania,42109
Socorro,Socorro County,New Mexico,35053
Solano,Solano County,California,6095
Somerset,Somerset County,Maine,23025
Somerset,Somerset County,Maryland,24039
Somerset,Somerset County,New Jersey,34035
Somerset,Somerset County,Pennsylvania,42111
Sonoma,Sonoma County,California,6097
Southampton,Southampton County,Virginia,51175
Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,Alaska,2240
Spalding,Spalding County,Georgia,13255
Spartanburg,Spartanburg County,South Carolina,45083
Spencer,Spencer County,Indiana,18147
Spencer,Spencer County,Kentucky,21215
Spink,Spink County,South Dakota,46115
Spokane,Spokane County,Washington,53063
Spotsylvania,Spotsylvania County,Virginia,51177
St. Bernard,St. Bernard Parish,Louisiana,22087
St. Charles,St. Charles County,Missouri,29183
St. Charles,St. Charles Parish,Louisiana,22089
St. Clair,St. Clair County,Alabama,1115
St. Clair,St. Clair County,Illinois,17163
St. Clair,St. Clair County,Michigan,26147
St. Clair,St. Clair County,Missouri,29185
St. Croix,St. Croix County,Wisconsin,55109
St. Francis,St. Francis County,Arkansas,5123
St. Francois,St. Francois County,Missouri,29187
St. Helena,St. Helena Parish,Louisiana,22091
St. James,St. James Parish,Louisiana,22093
St. John the Baptist,St. John the Baptist Parish,Louisiana,22095
St. Johns,St. Johns County,Florida,12109
St. Joseph,St. Joseph County,Indiana,18141
St. Joseph,St. Joseph County,Michigan,26149
St. Landry,St. Landry Parish,Louisiana,22097
St. Lawrence,St. Lawrence County,New York,36089
St. Louis,St. Louis County,Minnesota,27137
St. Louis,St. Louis County,Missouri,29189
St. Louis city,St. Louis city,Missouri,29510
St. Lucie,St. Lucie County,Florida,12111
St. Martin,St. Martin Parish,Louisiana,22099
St. Mary,St. Mary Parish,Louisiana,22101
St. Mary's,St. Mary's County,Maryland,24037
St. Tammany,St. Tammany Parish,Louisiana,22103
Stafford,Stafford County,Kansas,20185
Stafford,Stafford County,Virginia,51179
Stanislaus,Stanislaus County,California,6099
Stanley,Stanley County,South Dakota,46117
Stanly,Stanly County,North Carolina,37167
Stanton,Stanton County,Kansas,20187
Stanton,Stanton County,Nebraska,31167
Stark,Stark County,Illinois,17175
Stark,Stark County,North Dakota,38089
Stark,Stark County,Ohio,39151
Starke,Starke County,Indiana,18149
Starr,Starr County,Texas,48427
Staunton city,Staunton city,Virginia,51790
Ste. Genevieve,Ste. Genevieve County,Missouri,29186
Stearns,Stearns County,Minnesota,27145
Steele,Steele County,Minnesota,27147
Steele,Steele County,North Dakota,38091
Stephens,Stephens County,Georgia,13257
Stephens,Stephens County,Oklahoma,40137
Stephens,Stephens County,Texas,48429
Stephenson,Stephenson County,Illinois,17177
Steuben,Steuben County,Indiana,18151
Steuben,Steuben County,New York,36101
Stevens,Stevens County,Kansas,20189
Stevens,Stevens County,Minnesota,27149
Stevens,Stevens County,Washington,53065
Stewart,Stewart County,Georgia,13259
Stewart,Stewart County,Tennessee,47161
Stillwater,Stillwater County,Montana,30095
Stoddard,Stoddard County,Missouri,29207
Stokes,Stokes County,North Carolina,37169
Stone,Stone County,Arkansas,5137
Stone,Stone County,Mississippi,28131
Stone,Stone County,Missouri,29209
Storey,Storey County,Nevada,32029
Story,Story County,Iowa,19169
Strafford,Strafford County,New Hampshire,33017
Stutsman,Stutsman County,North Dakota,38093
Sublette,Sublette County,Wyoming,56035
Suffolk,Suffolk County,Massachusetts,25025
Suffolk,Suffolk County,New York,36103
Suffolk city,Suffolk city,Virginia,51800
Sullivan,Sullivan County,Indiana,18153
Sullivan,Sullivan County,Missouri,29211
Sullivan,Sullivan County,New Hampshire,33019
Sullivan,Sullivan County,New York,36105
Sullivan,Sullivan County,Pennsylvania,42113
Sullivan,Sullivan County,Tennessee,47163
Sully,Sully County,South Dakota,46119
Summers,Summers County,West Virginia,54089
Summit,Summit County,Colorado,8117
Summit,Summit County,Ohio,39153
Summit,Summit County,Utah,49043
Sumner,Sumner County,Kansas,20191
Sumner,Sumner County,Tennessee,47165
Sumter,Sumter County,Alabama,1119
Sumter,Sumter County,Florida,12119
Sumter,Sumter County,Georgia,13261
Sumter,Sumter County,South Carolina,45085
Sunflower,Sunflower County,Mississippi,28133
Surry,Surry County,North Carolina,37171
Surry,Surry County,Virginia,51181
Susquehanna,Susquehanna County,Pennsylvania,42115
Sussex,Sussex County,Delaware,10005
Sussex,Sussex County,New Jersey,34037
Sussex,Sussex County,Virginia,51183
Sutter,Sutter County,California,6101
Suwannee,Suwannee County,Florida,12121
Swain,Swain County,North Carolina,37173
Sweetwater,Sweetwater County,Wyoming,56037
Swift,Swift County,Minnesota,27151
Swisher,Swisher County,Texas,48437
Switzerland,Switzerland County,Indiana,18155
Talbot,Talbot County,Georgia,13263
Talbot,Talbot County,Maryland,24041
Taliaferro,Taliaferro County,Georgia,13265
Talladega,Talladega County,Alabama,1121
Tallahatchie,Tallahatchie County,Mississippi,28135
Tallapoosa,Tallapoosa County,Alabama,1123
Tama,Tama County,Iowa,19171
Taney,Taney County,Missouri,29213
Tangipahoa,Tangipahoa Parish,Louisiana,22105
Taos,Taos County,New Mexico,35055
Tarrant,Tarrant County,Texas,48439
Tate,Tate County,Mississippi,28137
Tattnall,Tattnall County,Georgia,13267
Taylor,Taylor County,Florida,12123
Taylor,Taylor County,Georgia,13269
Taylor,Taylor County,Iowa,19173
Taylor,Taylor County,Kentucky,21217
Taylor,Taylor County,Texas,48441
Taylor,Taylor County,West Virginia,54091
Taylor,Taylor County,Wisconsin,55119
Tazewell,Tazewell County,Illinois,17179
Tazewell,Tazewell County,Virginia,51185
Tehama,Tehama County,California,6103
Telfair,Telfair County,Georgia,13271
Teller,Teller County,Colorado,8119
Tensas,Tensas Parish,Louisiana,22107
Terrebonne,Terrebonne Parish,Louisiana,22109
Terrell,Terrell County,Georgia,13273
Terry,Terry County,Texas,48445
Teton,Teton County,Idaho,16081
Teton,Teton County,Wyoming,56039
Texas,Texas County,Missouri,29215
Texas,Texas County,Oklahoma,40139
Thayer,Thayer County,Nebraska,31169
Thomas,Thomas County,Georgia,13275
Thomas,Thomas County,Nebraska,31171
Thurston,Thurston County,Nebraska,31173
Thurston,Thurston County,Washington,53067
Tift,Tift County,Georgia,13277
Tillamook,Tillamook County,Oregon,41057
Tillman,Tillman County,Oklahoma,40141
Tioga,Tioga County,New York,36107
Tioga,Tioga County,Pennsylvania,42117
Tippah,Tippah County,Mississippi,28139
Tippecanoe,Tippecanoe County,Indiana,18157
Tipton,Tipton County,Indiana,18159
Tipton,Tipton County,Tennessee,47167
Tishomingo,Tishomingo County,Mississippi,28141
Titus,Titus County,Texas,48449
Todd,Todd County,Kentucky,21219
Todd,Todd County,Minnesota,27153
Todd,Todd County,South Dakota,46121
Tolland,Tolland County,Connecticut,9013
Tom Green,Tom Green County,Texas,48451
Tompkins,Tompkins County,New York,36109
Tooele,Tooele County,Utah,49045
Toole,Toole County,Montana,30101
Toombs,Toombs County,Georgia,13279
Torrance,Torrance County,New Mexico,35057
Towns,Towns County,Georgia,13281
Traill,Traill County,North Dakota,38097
Transylvania,Transylvania County,North Carolina,37175
Traverse,Traverse County,Minnesota,27155
Travis,Travis County,Texas,48453
Trego,Trego County,Kansas,20195
Trempealeau,Trempealeau County,Wisconsin,55121
Treutlen,Treutlen County,Georgia,13283
Trigg,Trigg County,Kentucky,21221
Trimble,Trimble County,Kentucky,21223
Trinity,Trinity County,California,6105
Trinity,Trinity County,Texas,48455
Tripp,Tripp County,South Dakota,46123
Troup,Troup County,Georgia,13285
Trousdale,Trousdale County,Tennessee,47169
Trumbull,Trumbull County,Ohio,39155
Tucker,Tucker County,West Virginia,54093
Tulare,Tulare County,California,6107
Tulsa,Tulsa County,Oklahoma,40143
Tunica,Tunica County,Mississippi,28143
Tuolumne,Tuolumne County,California,6109
Turner,Turner County,Georgia,13287
Turner,Turner County,South Dakota,46125
Tuscaloosa,Tuscaloosa County,Alabama,1125
Tuscarawas,Tuscarawas County,Ohio,39157
Tuscola,Tuscola County,Michigan,26157
Twiggs,Twiggs County,Georgia,13289
Twin Falls,Twin Falls County,Idaho,16083
Tyler,Tyler County,Texas,48457
Tyler,Tyler County,West Virginia,54095
Tyrrell,Tyrrell County,North Carolina,37177
Uinta,Uinta County,Wyoming,56041
Uintah,Uintah County,Utah,49047
Ulster,Ulster County,New York,36111
Umatilla,Umatilla County,Oregon,41059
Unicoi,Unicoi County,Tennessee,47171
Union,Union County,Arkansas,5139
Union,Union County,Florida,12125
Union,Union County,Georgia,13291
Union,Union County,Illinois,17181
Union,Union County,Indiana,18161
Union,Union County,Iowa,19175
Union,Union County,Kentucky,21225
Union,Union County,Mississippi,28145
Union,Union County,New Jersey,34039
Union,Union County,New Mexico,35059
Union,Union County,North Carolina,37179
Union,Union County,Ohio,39159
Union,Union County,Oregon,41061
Union,Union County,Pennsylvania,42119
Union,Union County,South Carolina,45087
Union,Union County,South Dakota,46127
Union,Union County,Tennessee,47173
Union,Union Parish,Louisiana,22111
Upshur,Upshur County,Texas,48459
Upshur,Upshur County,West Virginia,54097
Upson,Upson County,Georgia,13293
Utah,Utah County,Utah,49049
Uvalde,Uvalde County,Texas,48463
Val Verde,Val Verde County,Texas,48465
Valdez-Cordova Census Area,Valdez-Cordova Census Area,Alaska,2261
Valencia,Valencia County,New Mexico,35061
Valley,Valley County,Idaho,16085
Valley,Valley County,Nebraska,31175
Van Buren,Van Buren County,Arkansas,5141
Van Buren,Van Buren County,Iowa,19177
Van Buren,Van Buren County,Michigan,26159
Van Buren,Van Buren County,Tennessee,47175
Van Wert,Van Wert County,Ohio,39161
Van Zandt,Van Zandt County,Texas,48467
Vance,Vance County,North Carolina,37181
Vanderburgh,Vanderburgh County,Indiana,18163
Venango,Venango County,Pennsylvania,42121
Ventura,Ventura County,California,6111
Vermilion,Vermilion County,Illinois,17183
Vermilion,Vermilion Parish,Louisiana,22113
Vermillion,Vermillion County,Indiana,18165
Vernon,Vernon County,Missouri,29217
Vernon,Vernon County,Wisconsin,55123
Vernon,Vernon Parish,Louisiana,22115
Victoria,Victoria County,Texas,48469
Vigo,Vigo County,Indiana,18167
Vilas,Vilas County,Wisconsin,55125
Vinton,Vinton County,Ohio,39163
Virginia Beach city,Virginia Beach city,Virginia,51810
Volusia,Volusia County,Florida,12127
Wabash,Wabash County,Illinois,17185
Wabash,Wabash County,Indiana,18169
Wabasha,Wabasha County,Minnesota,27157
Wabaunsee,Wabaunsee County,Kansas,20197
Wadena,Wadena County,Minnesota,27159
Wagoner,Wagoner County,Oklahoma,40145
Wahkiakum,Wahkiakum County,Washington,53069
Wake,Wake County,North Carolina,37183
Wakulla,Wakulla County,Florida,12129
Waldo,Waldo County,Maine,23027
Walker,Walker County,Alabama,1127
Walker,Walker County,Georgia,13295
Walker,Walker County,Texas,48471
Walla Walla,Walla Walla County,Washington,53071
Waller,Waller County,Texas,48473
Wallowa,Wallowa County,Oregon,41063
Walsh,Walsh County,North Dakota,38099
Walthall,Walthall County,Mississippi,28147
Walton,Walton County,Florida,12131
Walton,Walton County,Georgia,13297
Walworth,Walworth County,South Dakota,46129
Walworth,Walworth County,Wisconsin,55127
Wapello,Wapello County,Iowa,19179
Ward,Ward County,North Dakota,38101
Ward,Ward County,Texas,48475
Ware,Ware County,Georgia,13299
Warren,Warren County,Georgia,13301
Warren,Warren County,Illinois,17187
Warren,Warren County,Indiana,18171
Warren,Warren County,Iowa,19181
Warren,Warren County,Kentucky,21227
Warren,Warren County,Mississippi,28149
Warren,Warren County,Missouri,29219
Warren,Warren County,New Jersey,34041
Warren,Warren County,New York,36113
Warren,Warren County,North Carolina,37185
Warren,Warren County,Ohio,39165
Warren,Warren County,Pennsylvania,42123
Warren,Warren County,Tennessee,47177
Warren,Warren County,Virginia,51187
Warrick,Warrick County,Indiana,18173
Wasatch,Wasatch County,Utah,49051
Wasco,Wasco County,Oregon,41065
Waseca,Waseca County,Minnesota,27161
Washakie,Washakie County,Wyoming,56043
Washburn,Washburn County,Wisconsin,55129
Washington,Washington County,Alabama,1129
Washington,Washington County,Arkansas,5143
Washington,Washington County,Colorado,8121
Washington,Washington County,Florida,12133
Washington,Washington County,Georgia,13303
Washington,Washington County,Idaho,16087
Washington,Washington County,Illinois,17189
Washington,Washington County,Indiana,18175
Washington,Washington County,Iowa,19183
Washington,Washington County,Kentucky,21229
Washington,Washington County,Maine,23029
Washington,Washington County,Maryland,24043
Washington,Washington County,Minnesota,27163
Washington,Washington County,Mississippi,28151
Washington,Washington County,Missouri,29221
Washington,Washington County,Nebraska,31177
Washington,Washington County,New York,36115
Washington,Washington County,North Carolina,37187
Washington,Washington County,Ohio,39167
Washington,Washington County,Oklahoma,40147
Washington,Washington County,Oregon,41067
Washington,Washington County,Pennsylvania,42125
Washington,Washington County,Rhode Island,44009
Washington,Washington County,Tennessee,47179
Washington,Washington County,Texas,48477
Washington,Washington County,Utah,49053
Washington,Washington County,Vermont,50023
Washington,Washington County,Virginia,51191
Washington,Washington County,Wisconsin,55131
Washington,Washington Parish,Louisiana,22117
Washita,Washita County,Oklahoma,40149
Washoe,Washoe County,Nevada,32031
Washtenaw,Washtenaw County,Michigan,26161
Watauga,Watauga County,North Carolina,37189
Watonwan,Watonwan County,Minnesota,27165
Waukesha,Waukesha County,Wisconsin,55133
Waupaca,Waupaca County,Wisconsin,55135
Waushara,Waushara County,Wisconsin,55137
Wayne,Wayne County,Georgia,13305
Wayne,Wayne County,Illinois,17191
Wayne,Wayne County,Indiana,18177
Wayne,Wayne County,Iowa,19185
Wayne,Wayne County,Kentucky,21231
Wayne,Wayne County,Michigan,26163
Wayne,Wayne County,Mississippi,28153
Wayne,Wayne County,Nebraska,31179
Wayne,Wayne County,New York,36117
Wayne,Wayne County,North Carolina,37191
Wayne,Wayne County,Ohio,39169
Wayne,Wayne County,Pennsylvania,42127
Wayne,Wayne County,Tennessee,47181
Wayne,Wayne County,West Virginia,54099
Waynesboro city,Waynesboro city,Virginia,51820
Weakley,Weakley County,Tennessee,47183
Webb,Webb County,Texas,48479
Weber,Weber County,Utah,49057
Webster,Webster County,Georgia,13307
Webster,Webster County,Iowa,19187
Webster,Webster County,Kentucky,21233
Webster,Webster County,Mississippi,28155
Webster,Webster County,Missouri,29225
Webster,Webster County,Nebraska,31181
Webster,Webster Parish,Louisiana,22119
Weld,Weld County,Colorado,8123
Wells,Wells County,Indiana,18179
Wells,Wells County,North Dakota,38103
